Address,Postal Code,Latitude,Longitude,Zone,Photo,Size of Property,Nearby Amenities,Public Remark,Services
32 WINDERMERE DR SW,T6W0S2,53.4328623366502,-113.630983269836,"[{'code': 'DC2', 'description': 'Site Specific Development Control Provision'}]",['https://cdn.realtor.ca/listings/TS638506828205500000/reb10/highres/0/E4385940_1.jpg'],,"['Golf Course', 'Playground', 'Schools', 'Shopping']","Welcome to the highly coveted area of Windermere Ridge! This spectacular lot boasts breathtaking views of the North Saskatchewan River, and River Ridge Golf & Country Club. This impressive parcel of land is 0.7acres and provides you the opportunity to build with the builder of your choice. In addition to the spectacular unobstructed views, 32 Windermere Drive is near schools, commercial amenities, 3 golf courses and plenty of walking trails to keep you busy all year long. This is the perfect opportunity to build your custom dream home on one of the few remaining river lots on Windermere Drive! (31243298)",
9007 SASKATCHEWAN DR NW,T6G2B2,53.527395000001,-113.5386622,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638482204068900000/reb10/highres/9/E4381009_1.jpg'],,[],"Outstanding building site in the desired community of Windsor Park. This 1071.516 sq mt lot has been cleared and ready for redevelopment. Because of its generous size in width & depth, it lends well to either subdividing for two homes or building one large luxury estate. Being both well positioned along this exclusive street and having an optimum site elevation create increased demand. As you travel along this street it is very apparent that redevelopment opportunities are drying up. Virtual staging used in presentation.  Vacant lot is being sold in conjunction with adjacent property 9009-Sask Drive. MLS # E4354322. Create your own private multi use playground and form lasting family memories through its utilization . (31104613)",
10153 158 ST NW,T5P4M5,53.5430427,-113.5936353,"[{'code': 'CN', 'description': 'Neighbourhood Commercial'}]",['https://cdn.realtor.ca/listings/TS638513958939000000/reb10/highres/0/E4387490_1.jpg'],4264 sqft,[],"Several upgrades over the last couple years, 14 residential units and 2 commercial spaces. Zoned CB1 Upgrades include new windows, flooring, baseboards, trim and paint, new asphalt parking lot. Very well maintained and managed, built in 1976 Great West end location. (31286297)",
#101-102 190 CARLETON DR,T8N6W2,53.6496586895846,-113.572165856622,"[{'code': '', 'description': ''}]",['https://cdn.realtor.ca/listings/TS638448219560400000/reb10/highres/8/E4374898_1.jpg'],9965 sqft,[],"Seize this prime investment with 9,965 Sq Ft of fully leased, end bay space in St Albert, featuring 4 revenue streams, including 2 leased exterior fenced and paved yards. Enjoy a favorable cap rate with flexible tenants open to renegotiating for triple net leases. Option available for owner-use in part of the space. Units are demised and extensively upgraded for turnkey future leasing. Ideal for those aiming to tap into the St Albert Commercial market, offering abundant opportunities and potential. (30941333)",
15320 MARK MESSIER TR NW,T6V1H5,53.6130328837325,-113.594648696387,"[{'code': 'AG', 'description': 'Agriculture Zone'}]",['https://cdn.realtor.ca/listings/TS637435533379930000/reb10/highres/8/E4223098_1.jpg'],,[],"7.17 acres of land with direct exposure to Mark Messier Trail which has approximately 32,500 AAVPD (2017). Easy access to Anthony Henday and St. Albert. Potential for commercial, industrial or urban service uses. (26889176)",
10730 101 ST NW,T5H2S1,53.5524180729948,-113.493951046558,"[{'code': 'MU h16 f3.5 cf', 'description': 'Mixed Use'}]",['https://cdn.realtor.ca/listings/TS638158992983000000/reb10/highres/4/E4333444_1.jpg'],10000 sqft,[],"Excellence downtown location on 101 Street Zoning CB2, New building 5,000 SF 1) Main Floor $17 PSF/Ann. build out with quality improvements, ideal for Professional and Medical Center i.e. Optometrist / Eye Care Clinic, Health Clinic and Pharmacy, and Dental Clinic.  2) 2nd Floor, 4 available office spaces with each 1,200SF $13 PSF/Ann. Typical uses include lawyers, accountants, engineers, architects, insurance, loan offices, massage studio.   All units are provided with separate utility meters, and low opp. cost of $6 PSF/Ann for main floor and $3 PSF/Ann for 2nd floor.  Close to EPCOR Tower, ICE District, Royal Alberta Museum, Royal Alex Hospital, Kingsway Garden Mall, The Brick Warehouse and many more. (29752276)",
34 WINDERMERE DR SW,T6W0S2,53.4331724959056,-113.631502842328,"[{'code': 'DC2', 'description': 'Site Specific Development Control Provision'}]",['https://cdn.realtor.ca/listings/TS638481844269800000/reb10/highres/8/E4380898_1.jpg'],,"['Park', 'Golf Course', 'Schools', 'Shopping']","Don't miss an opportunity to own land with one of the best views in the city, located in the highly desirable community of Windermere Ridge Estates. This is your chance to own a beautiful lot, offering stunning views of the Edmonton River Valley and overlooking 2 golf courses. Located on 0.66 acres, this lot is perfect for building your dream home, with ample space for a large residence and backyard oasis. You'll love the privacy and tranquility that this location offers, while still being just minutes away from all the walking trails, easy access to shopping centres, the recreation centre in Upper Windermere, and all the amenities you need. Whether you're looking to build your forever home or invest in one of Edmonton's most sought-after and desirable communities, this lot is a must-see! Quick access to Anthony Henday, Whitemud & QE2 and only 20 minutes to Downtown. (31101606)",
9352 95 ST 9505 94 AV NW,T6C1W9,53.5306365314397,-113.473575309787,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638512123257830000/reb10/highres/6/E4386856_1.jpg'],,"['Golf Course', 'Playground', 'Public Transit', 'Schools', 'Shopping']","This one of a kind redevelopment opportunity offers an 18,500 SQFT CORNER LOT (100 x 185), steps from the planned LRT stop, and only a 6min drive to the downtown core. This lot is ready for redevelopment under the City of Edmonton's new zoning bylaws with the potential to have 22 UNITS. The property currently holds a duplex + tri-plex and nanny suites below each unit, allowing investors to cash-flow this property for years as you design and properly execute your project. This type of offering is one of a kind! (31268223)","Water, Electricity"
12155 54 ST NW,T5W3N4,53.576387,-113.424243,"[{'code': 'RM h16', 'description': 'Medium Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638362467733600000/reb10/highres/6/E4365946_1.jpg'],19932 sqft,[],"What a price for 21 UNITS!!! This building has 19 two bedroom units and 2 three bedroom units which is great for long term tenants. Roof & boiler replaced in the early 2000s. Mortgage of 1.5M until June 2028 must be assumed. Priced at $109,900/door, a current CAP rate of 5.4%, and a stabilized CAP rate of 6.83%, this is an investor's dream! Plus the next door 69X123ft RA7 zoned lot on a 8516sq.ft 22 unit building pocket is also for sale at $399,900 (E4353770/ 12149-54st). Located close to schools, transit, amenities, and shopping, tenants will love living here. (30667855)",
10707 103 ST NW NW,T5H2V7,53.551794000001,-113.4971583,"[{'code': 'MU h16 f3.5 cf', 'description': 'Mixed Use'}]",['https://cdn.realtor.ca/listings/TS638400627631200000/reb10/highres/3/E4369033_1.jpg'],10000 sqft,[],Newer Building in central McDougal.  Two commercial units on the main floor .  8 one bedroom plus den on second and third floors.  The building is fully rented.  Total 10 units with separate titles. (30758544),
10805 85 ave NE,T6E2L2,53.520779300001,-113.5097353,"[{'code': 'RM h16', 'description': 'Medium Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638519139791130000/reb10/highres/4/E4388464_1.jpg'],7600 sqft,[],"MLI Select qualified investment property. Multifamily Apartment Complex Located in Garneau, this is an attractive investment opportunity with 7 (2bed-2bath) units and modern amenities including gym and library. Close to all amenities: University of Alberta, the river valley, Whyte Ave. and more! Includes: laundry in each unit, separate HVAC for each unit, interior and exterior bike racks, upgraded exterior with modern elevation, energy efficient building and more! This property will offer stable cash flow with a strong rental market in this neighborhood and potential for value appreciation. With a current cap rate of 6% and a gross scheduled income of 190k annually, this presents a promising investment prospect for those seeking to capitalize on the thriving Edmonton's real estate market. Currently under permitting and available for possession Mid 2025. (31311982)",
12932 118 AV NW NW,T5L2L4,53.570757600001,-113.5462655,"[{'code': 'RM h16', 'description': 'Medium Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638442387540670000/reb10/highres/1/E4374121_1.jpg'],,[],"Welcome to Cumberland Apartments  a charming community-oriented complex with a beautiful central courtyard and outdoor space complete with garden boxes and BBQ space. This 20 unit building is actually two separate buildings built at different times originally. With 13 one bdrm suites, 6 two bdrm and 1 two plus den, many suites have had extensive renovations and modernization upgrades and others have maintained the character of the building with refinished hardwood floors and more. New windows throughout and a recent partial roof replacement take care of a lot of the big ticket capital items, while leaving the opportunity for some further exterior faade improvements. Well located near Westmount shopping centre and just south of the Yellowhead, theres easy access and good transit connections as well. (30917553)",
9516 102 AV NW,T5H0E3,53.5452585142191,-113.47991455582,"[{'code': 'DC1', 'description': 'Direct Development Control Provision'}]",['https://cdn.realtor.ca/listings/TS638451643223800000/reb10/highres/0/E4375400_1.jpg'],13000 sqft,[],"In the Quarters, gorgeous building and iconic location off Jasper Ave, on 4 lots. Commercial mix use building with loading, attached garage, parking lot of 25 parking stalls. Main floor grocery retail, basement for distribution. Top floor residential use with 2 huge family apartment units (One with 1 huge master bedroom + huge den, master bedroom walk-in closet, 1- 4pc ensuite and 1- 4pc bath. Second one with 4 BD, 2- 4pc baths). Both suites have balconies with gas lines for barbecues. Original owners. Custom built in 1991. Perfectly located next to several seniors apartment buildings, newly finished LRT, new high-rises and more residential developments - great foot traffics and transportation. Zoned DC1, and City is going through zoning bylaw renewal, easily change to RA8. Main floor business and its equipment are not included. Tenancy rights are respected. (30951886)",
10130 107 AV NW NW,T5H0V5,53.551607626899,-113.49506821468,"[{'code': 'MU h16 f3.5 cf', 'description': 'Mixed Use'}]",['https://cdn.realtor.ca/listings/TS638517627697870000/reb10/highres/8/E4388308_1.jpg'],7600 sqft,[],"Enjoy the peace of mind of a fully leased property with a stable income stream. Well-established tenants ensure consistent rental income. The building's convenient access to Edmonton's Core, Kingsway Garden Mall, Royal Alex Hospital, Grant McEwan University, and NAIT guarantees high foot traffic and excellent visibility for your tenants. This translates to long-term success for your investment. (31305281)",
10532 184 ST NW NW,T5S0B2,53.549228067424,-113.640568746032,"[{'code': 'BE', 'description': 'Business Employment'}]",['https://cdn.realtor.ca/listings/TS638484435663970000/reb10/highres/8/E4381478_1.jpg'],8660 sqft,[],"This  8,660 square feet(more or less), BE (IB) zoned commercial unit is  located along 184 street with easy access to and from- Anthony Henday, Stony Plain Road and Yellowhead Trail. The main floor is appx. 5,591square feet 3,069 square feet show room  and, appx. 2,522 square feet warehouse in rear), and appx. 3,069 square feet finished  second floor.  Warehouse has  grade and dock loading doors with a substantial sized yard. Main floor has reception, washroom, Kitchen, glass fireplace, water wall and two boardrooms/offices. Grand staircase leads to the second floor that has sizable working island, office spaces, private glass cabin and another washroom. This move-in ready space has quality finishes such as-- tiled and hardwood floors, marble, glass, designer wallpapers, adjustable lighting fixtures and elegant shelving and display units. The unit is ideal for business such has Home Decor and Furnishing, Event Centre, Financial and Insurance, Fitness, Billiard Banquet Hall  etc. (31119833)",
7620 YELLOWHEAD TR NW,T5B1G3,53.5827947661642,-113.458767651976,"[{'code': 'IM', 'description': 'Medium Industrial'}]",['https://cdn.realtor.ca/listings/TS638183923162000000/reb10/highres/7/E4327837_1.jpg'],21981 sqft,[],"Fantastic opportunity to own over 21,000 +/- sq.ft of industrial space with great exposure from the Yellowhead. Features two office areas and two warehouse areas. Office areas consists of 12 offices, one boardroom, two open work spaces, two kitchen areas and washrooms. Warehouse areas consist of open warehouse space and a loading bay area with 8 grade level overhead doors. 3 x 12' door, 1 x 14' door and 5 x 8' door. Three phase electrical. 16' clearance to the trusses, Both forced are and reznor heat and air makeup unit installed. Roof at front of building replaced in the last 8 years and back of building in the last 6 years both with new membrane. Current tenant is a long term lease and would be interested in extending. 6% cap rate. Business not for sale - LAND AND BUILDING ONLY (29608704)",
11830 101 ST NW,T5G2G3,53.5712548,-113.4940667,"[{'code': 'RM h16', 'description': 'Medium Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638235021688700000/reb10/highres/0/E4347460_1.jpg'],13230 sqft,[],"Assumable Mortgage @ 2.64% | Creative financing will be considered | Prime investment opportunity! This 15-suite multi-family apartment complex, walking distance from NAIT, offers a mix of 3 bachelor, 10 one-bedroom, and 2 two-bedroom suites. Notable upgrades: fixed foundation in 2009, a new boiler system in 2016, resurfaced parking lot in 2010, and suite renovations. All suites are separately metered, easing management. Despite excellent location and amenities, current rents are below market - a clear avenue for income growth. Grab this chance to enrich your portfolio with a property in a high-demand area. All proposals are welcome. *Please do not approach tenants* (30115005)",
10357 82 AV NW NW,T6E1Z9,53.5179535487099,-113.496982,"[{'code': 'DC1', 'description': 'Direct Development Control Provision'}]",['https://cdn.realtor.ca/listings/TS638137245604900000/reb10/highres/2/E4330122_1.jpg'],12175 sqft,[],"Fantastic opportunity to own a 12,175 sq.ft. character retail/office building along Whyte Avenue. - 2-storey building demised into 6 tenant spaces. Building has partial occupancy giving potential to an owner/user looking to occupy or an investor to lease up vacant spaces.  - All units including common areas have been renovated within the last 5 years. - Building recently underwent upgraded faade, as well as upgrades to HVAC (29666508)",
9522 149 ST NW,T5P1J8,53.5323446,-113.5784731,"[{'code': 'RM h16', 'description': 'Medium Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638484325891430000/reb10/highres/6/E4381336_1.jpg'],22881 sqft,[],"This 2.5 story, wood frame construction complex is located in West Edmonton in the neighborhood of West Jasper Place.  Close to public transit, shopping.  Easy access to downtown.  Exterior mainly brick & siding.  Gable roof.  Hot water heating system.  Tenants pay own power.  Excellent suite mix. Large units 10 x 1 bedroom units, 6 x 2 bedroom units, 5 x 3 bedroom units.  Most units have been upgraded.  Dishwashers added to some.  Long term owners.  Self managed. (31115270)",
10314 82 Avenue NW,T6E1Z8,53.5183511,-113.495571,"[{'code': 'DC1', 'description': 'Direct Development Control Provision'}]",['https://cdn.realtor.ca/listings/TS638487799682670000/reb9/highres/6/A2123006_1.jpg'],10369 sqft,[],"Click brochure link for more details*** Landlord would look to lease main floor Restaurant Space. Rare opportunity to own an iconic character building with Turnkey Main Floor Restaurant Space, ideal for Owner/User located in the heart of Whyte Avenue, which is one of Edmonton’s most iconic districts. Whyte Avenue is one of the highest pedestrian traffic areas and enjoys a unique mix of local boutique and regional and national retailers. Turnkey Main Floor Restaurant Space available, ideal for Owner/User. 10,369 SF+/- retail and office building for sale. Located in the heart of Whyte Avenue. Elevator access to each floor. Area retailers include El Cortez restaurant, Leopolds, Hudson’s Pub, Dorinku Restaurant, and The Strathcona Hotel redevelopment (The Strathcona). Prime exposure commercial space in character building on Whyte Avenue. Building substantially renovated in 1995 to include elevator, sprinklers, newmechanical, etc. Exposure to over 25,300 vehicles per day along Whyte Avenue. Whyte Avenue’s daytime population reaches 94,421 (28874487)",
1431 70 AV NW,T6P1N5,53.506213700001,-113.3648521,"[{'code': 'IM', 'description': 'Medium Industrial'}]",['https://cdn.realtor.ca/listings/TS638475723641230000/reb10/highres/5/E4379625_1.jpg'],14298 sqft,[],"Office Plan (total 7,046 sq.ft.): Main floor office area (3,523 sq.ft.) includes various functional office spaces, washrooms, staff area, reception and board room plus built out mezzanine with additional 3,523 sq.ft. sq.ft. of similar office calibre improvements/design.  Warehouse Features: 7,335 sq.ft. sq.ft. shop area with 16+ ceiling height.  Location: The site is strategically located in the Maple Ridge Industrial corridor with easy access to Sherwood Park Freeway, Anthony Henday Drive and the QE2  Loading: (2) 14x14 drive through and powered loading doors with ability to have 2 driveways into the yard area  Site Size: Only 11.5% site coverage ratio allows for future building expansion or ample secured/gravelled yard storage (1.44 acres). (31066307)",
10335 82 AV NW,T6E1Z9,53.5179134115738,-113.496369728836,"[{'code': 'DC1', 'description': 'Direct Development Control Provision'}]",['https://cdn.realtor.ca/listings/TS638290893758400000/reb10/highres/4/E4356434_1.jpg'],14270 sqft,[],"FOR SALE or LEASE - The historic Princess Theatre... Built in 1914 by John McKernan, the first marble-faced building in Western Canada and a Provincially designated historic site. Princess Theatre is 360 seats including a second floor balcony, a concession, washrooms and projector room. Princess II is 90 seats with it's own concession, washrooms and entrance from Whyte Avenue. This property can come fully equipped, the Landlord prefers the same or similar use in the building. Preference will be given to similar uses and users taking the whole space. At this time, the third floor is not included in the GLA. The 9,680 SF includes the lower level Princess II theatre. Including the basement there is 14,270 SF +/-. (30358626)",
10417 SASKATCHEWAN DR NW,T6E4R8,53.5231296479419,-113.4986226,"[{'code': 'DC1', 'description': 'Direct Development Control Provision'}]",['https://cdn.realtor.ca/listings/TS638440659526670000/reb10/highres/3/E4373813_1.jpg'],3265 sqft,[],"The George Durrand Residence plus Extra Development Land! - A historically designated building, fully restored from 2020-2023 and meticulously maintained as an office building. Offering unobstructed views, additional development land potential on the rear lot, a maintenance grant every 5 years and 14 newly paved stalls on site. Total size including the developed basement is 4,397 SF + an enclosed deck and sunroom (200 sf +/- each). Additional features include Hunter Douglas blinds throughout, underground sprinklers, a patio, four historic lampposts, beautiful landscaping and landscape lighting. Interior build out is 7 offices, loft/boardroom, a kitchen plus 4 more offices in the basement. This is a perfect opportunity for an owner/user that appreciates the River Valley, City views and historic charm. (30907768)",
4011 199 ST NW,T6M2N5,53.4767474475934,-113.663668714294,"[{'code': 'AG', 'description': 'Agriculture Zone'}]",['https://cdn.realtor.ca/listings/TS638211559982630000/reb10/highres/0/E4280870_1.jpg'],,[],Prime development land in Edgemont adjacent to new residential. (28405603),
3804 74 AV NW,T6B2P7,53.510720000001,-113.39838,"[{'code': 'IM', 'description': 'Medium Industrial'}]",['https://cdn.realtor.ca/listings/TS638463978740000000/reb10/highres/0/E4377140_1.jpg'],13454 sqft,[],"The current business is bursting at the seams and while look to expand to a larger facility you have the opportunity to purchase this great property. This steel building is just over 13,400 sf in size with 30' ceilings and huge overhead doors plus is equipped with multiple cranes. The yard is graveled and packed, fenced and close to truck route. (31002464)",
10950 83 ST NW,T5H1M1,53.5576143770355,-113.469425,"[{'code': 'RM h23', 'description': 'Medium Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638481339630700000/reb10/highres/9/E4380849_1.jpg'],17545 sqft,[],"Odessa Apartments is a twenty-four suite apartment building located at 10950 - 83 Street in Edmonton, Alberta in the Cromdale neighborhood.  It is a two and a half story low-rise, concrete construction building with balconies. It was built in 1967. Parking is surface and paved. The suite mix is 18 one-bedroom suites and 6 two-bedroom suites. Solid Concrete Building! Assumable mortgage available! (31099002)",
10729 108 ST NW,T5H3A4,53.5523984,-113.5062391,"[{'code': 'RM h23', 'description': 'Medium Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638232285712100000/reb10/highres/2/E4347122_1.jpg'],16652 sqft,[],"Assumable Mortgage 2.35% | Creative financing will be considered | Exciting investment opportunity in downtown Edmonton! This commercial multi-family apartment is perfect for both entry-level and seasoned investors. With 16 one-bedroom units, 3 two-bedroom units, and 5 bachelor units, this property offers a diverse range of living options. Fully occupied with no vacancy, it guarantees immediate cash flow and boasts a high cap rate. Zoned as R8A, it offers flexibility for expansion and development. Built in 1963 on a 15,000+/- sq.ft. RA8-zoned lot, it provides ample parking. Close to Rogers Arena, Grant MacEwan, Royal Alex Hospital, Kingsway Mall, and downtown. Access to LRT. Upgrades include a 2010 SBS Membrane Roof, energy-efficient systems, and eco-conscious fittings. Low and varied rental rates allow for potential increase. All proposals are welcome. *Please do not approach tenants* (30104776)",
10511 82 AV NW,T6E2A3,53.517880300001,-113.5013236,"[{'code': 'MU h16 f3.5 cf', 'description': 'Mixed Use'}]",['https://cdn.realtor.ca/listings/TS638480115671170000/reb10/highres/5/E4380725_1.jpg'],6300 sqft,"['Shopping', 'Public Transit']","PRIME LOCATION IN OLD STRATHCONA.  HISTORICALLY THIS HAS ALWAYS BEEN PRIME AREA BECAUSE IT IS ONLY BLOCKS TO THE U OF A, AND ACROSS THE RIVER FROM DOWNTOWN.  THIS 6,300 SQ. FT. 2 STORY  CONCRETE & STEEL BUILDING ON A 3,900 SQ. FT. LOT. (30 X 130 FT) SET UP FOR SEPARATE BAR TYPE BUSINESS ON TOP LEVEL AND MAIN FLOOR.  EACH WITH THEIR OWN BATHROOM AREAS AND HEATING.  TOP FLOOR WITH CAPACITY OF APPROXIMATELY 150 PEOPLE. THIS BUILDING HAS POTENTIAL INCOME OF APPROXIMATELY $25,000 PER MONTH. THE POTENTIAL IS HERE FOR A GOOD RETURN. CURRENTLY VACANT. (31097216)",
10706 & 10813 85 Avenue NW,T6E2L2,53.5208542,-113.5100854,"[{'code': 'RM h16', 'description': 'Medium Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638502711208700000/reb9/highres/5/A2128505_1.jpg'],5534 sqft,[],"Click listing brochure for more details** Comprised of two properties constructed in 2018. 10 minute walk from the University of Alberta with strong historical occupancy. Located in Garneau, one of Edmonton’s most desirable rental communities. Each property contains 4 large, high-end kitchens, 4 laundry areas, 6 parking spaces and extra rentable storage space. Currently the U of A contributes $19.4 billion to Alberta’s economy with further plans to increase enrollment to 50,000 students by 2026. The Properties are located along 108 Street, directly east of the University of Alberta. Throughout the year, the Garneau neighbourhood is one of the busiest nodes in the Edmonton region. The area is filled with students, hospital workers, patients, faculty staff, retail employees and young professionals. Four blocks south of the Properties is 82nd Avenue, otherwise known as Whyte Avenue, which is home to many of the City’s most frequented cafes, restaurants, bars, clubs and lifestyle product and service providers. (28967347)",
10179 108 Street,T5J1L1,53.5427769,-113.5060248,"[{'code': 'UW', 'description': 'Urban Warehouse Zone'}]",['https://cdn.realtor.ca/listings/TS638460237692870000/reb9/highres/1/A2114751_1.jpg'],16190 sqft,[],"Click brochure for more details** WE ARE PLEASED TO RELEASE FOR LEASE OR SALE A UNIQUE FREE-STANDING BUILDING. Located in the Downtown, the Arbor is within proximity to the financial core, legislative grounds, MacEwan University, and Norquest College. This rare corner lot is a great opportunity for an owner/user or investor. LOCATED ADJACENT TO THE ARBOR, LIES THE BRANDNEW WAREHOUSE PARK, A MULTI-USE GREEN SPACECOMING TO DOWNTOWN EDMONTON IN 2025. Warehouse Park will cover 3.6 acres (roughly 3 football fields) between 106 Street and 108 Street and Jasper Avenue to 102 Avenue. The park will provide an urban oasis for downtown residents, workers, and visitors supplying a natural public amenity to the growing downtown core. Warehouse Park is an important catalyst for private investment in the downtown core and will transform the area as it exists today. (28737212)",
15712 112 AV NW NW,T5M2W1,53.5615629,-113.593778471164,"[{'code': 'IM', 'description': 'Medium Industrial'}]",['https://cdn.realtor.ca/listings/TS638452395587300000/reb10/highres/2/E4375562_1.jpg'],18869 sqft,[],"18,869 sq.ft. comprised of 14,128 sq.ft. main floor and 4,741 sq.ft. second floor office, for a total main building size of 18,869 sq.ft.. 760 sq.ft. storage building included in sale. Fenced and secured parking lot or storage area. Recessed dock loading and three 12 x 12 grade loading doors. Second Floor was extensively renovated in 2015 and includes reception, 5 offices, boardroom, large bullpen area, lunchroom and washrooms. Has easy access to 156 Street and Yellowhead Trail and close proximity to public transportation. 3 phase industrial power (to be confirmed by buyer). Ceiling height of 14 - 16 clear span. (30958701)",
9850 Bellamy Hill NW,T5K2M3,53.536993200001,-113.4960922,"[{'code': 'HDR', 'description': 'High Density Residential Zone'}]",['https://cdn.realtor.ca/listings/TS638477523700600000/reb10/highres/6/E4379976_1.jpg'],,[],"PRIME DEVELOPMENT LOT, located along Bellamy Hill at the gateway to Edmonton's core, while also being steps from the River Valley. Zoned HRD (High Density Residential Zone), this site offers incredible potential for development of a project with panoramic views. The corner site is +/- 14,835 sqft, approx. 100' x 150'. (31079494)",
10507 Saskatchewan DR NW NW,T6E4S1,53.5229869,-113.500815984656,"[{'code': 'DC2', 'description': 'Site Specific Development Control Provision'}]",['https://cdn.realtor.ca/listings/TS638126661549170000/reb10/highres/2/E4328542_1.jpg'],10450 sqft,[],"RECEIVERSHIP SALE Opportunity to purchase a marquee 1.5 story professional building located directly in Saskatchewan Drive/ Stunning views of both the River Valley and Downtown skyline. 10,450 SF building with developed sub-grade space; currently with two tenants in place ( Muse Realty until Feb 2027 and Fawkes Coffee and Donuts month to month). Potential high density tower redevelopment site. 18 on site and paved surface parking stalls. Geothermal heating system. (29626368)",
14410 118 AV NW,T5L2M5,53.570671400001,-113.5697718,"[{'code': 'IM', 'description': 'Medium Industrial'}]",['https://cdn.realtor.ca/listings/TS638357719442770000/reb10/highres/1/E4365271_1.jpg'],18959 sqft,[],"JUST REDUCED !!  14408/30 -118Ave. Great for an owner operator warehouse/office complex.  This 24,919 sqft well located 2 story concrete block warehouse/office building ,is on a 1.03 Acre lot with existing leases, bays with 18-foot ceilings, there is available vacant space for extra revenue. (30643667)",
18503 137 AV NW,T5V1T4,53.598680000001,-113.6420798,"[{'code': 'DC2', 'description': 'Site Specific Development Control Provision'}]",['https://cdn.realtor.ca/listings/TS638484458003130000/reb10/highres/6/E4372566_1.jpg'],,[],"There are no other parcels of land for sale along the Anthony Henday that have this exposure and access. This is by far the best location, one of the most high traffic areas, and there is direct access on and off of the Anthony Henday. The 2 lots are 5.34 and 7.02 acres in size. These newly subdivided commercial industrial lots are now ready for development and there are no off-site levies. Do not miss out on this fantastic opportunity (30871305)",
12220 118 AV NW NW,T5L2K1,53.5704611772886,-113.533849292065,"[{'code': 'MU h16 f3.5 cf', 'description': 'Mixed Use'}]",['https://cdn.realtor.ca/listings/TS638337627786670000/reb10/highres/2/E4363222_1.jpg'],13190 sqft,[],"Standalone, Two Story Building (Appx. 13,190 Squares Feet) on intersection of 123 Street and 118 Avenue. The main floor is approximately 6,641 Square Feet and, has four retail units facing 118 avenue and 123 street. Second floor has additional three units. The location is in immediate vicinity of downtown and, CB1 zoning can accommodate variety of uses. Great opportunity for an owner user, who could use the full, building or use partial and lease the rest. There is ample parking in the rear and, potential parking options on 118 avenue and 123 street. (30572028)",
12904 116 ST NW,T5E5H4,53.587724400001,-113.5220991,"[{'code': 'DC1', 'description': 'Direct Development Control Provision'}]",['https://cdn.realtor.ca/listings/TS638317179695930000/reb10/highres/5/E4360515_1.jpg'],7950 sqft,[],"reat investment or Owner/User complex. This eloquently styled complex was built recently with the flair of the 1950's. Features two separate buildings that have been recently constructed. Building One features approximately 3,100 sf of retail/office space with 10ft ceilings and plenty of windows for natural light and can be subdivided into 3 bays. The basement is complete with another 2,000 sf of commercial space. Building One is completed with 3 one-bedroom units that include a spacious patio that overlooks the street. Building Two has three, two-storey townhome condos approximately 1,550 sf, that feature 3 bedrooms, 2.5 bathrooms, double detached garage, separate entrance to the basement for future development, All residential units are fully leased. (30483670)",
"500, 10410 102 Avenue NW",T5J0E9,53.5431523,-113.4998222,"[{'code': 'HA', 'description': 'Heritage Area Zone'}]",['https://cdn.realtor.ca/listings/TS638433390916500000/reb9/highres/8/A2105478_1.jpg'],15000 sqft,[],"Click brochure link for more information** Experience sophistication and functionality in this office condoat Fox Two Tower in Downtown Edmonton. With high-qualityfinishes, bespoke display areas, 22‘ ceilings, modern lighting,marble flooring, and custom art installations, every detail exudeselegance and professionalism. Exposed ceilings with acousticfixtures not only enhance the aesthetic appeal but also providea comfortable and productive environment. Operable windowsprovide natural light and fresh air.The space includes a reception area, 8 private offices, 3boardrooms, full sized kitchen, staff lounge, open work area,loft space, washrooms, and a private fitness area with showers.Elevate your business with this exceptional office condo. (28596043)",
9522 to 9548 102A AV NW,T5H0G1,53.545877101243,-113.481719415344,"[{'code': 'DC1', 'description': 'Direct Development Control Provision'}]",['https://cdn.realtor.ca/listings/TS638265936703370000/reb10/highres/8/E4352308_1.jpg'],,[],"A rare opportunity to acquire this 0.927 Acres (10 Lots together) in THE QUARTERS of downtown Edmonton. Excellent holding property with huge potential. The subject property also comes with a current income stream from Impark. This property is just over 40,000 Sqft. and it's conveniently situated with respect to the city centre and major traffic routes in all directions including right beside the newly completed L.R.T. station. The Subject Property is Located between 95th and 96th Street on 102A Avenue in the central sector of Edmonton in the neighborhood of Boyle Street with a ton of recent and current re-development, like the newly constructed DoubleTree by Hilton Hotel and 28 Storey tower Jasper Heights. This is a great opportunity with future potential. Presently there's a rental contract on the lots. (30247297)",
